functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,PBE band gap,μ,μĀ,μ𝐵 ̅,t
Ba2AuErO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Er,1.81,1.81,-3.96,150.75,739.35,0.69,-1.46,0.65,1.89,0.48,3.15,96.35,126.45,1.33,0.52,0.00,0.11,0.999
Ba2AuEuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Eu,1.51,1.51,-4.25,171.50,718.60,0.40,-1.16,0.67,1.87,0.64,3.30,105.80,117.00,0.00,0.54,0.00,0.13,0.986
Ba2AuGdO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Gd,1.80,1.80,-3.96,148.85,741.25,0.38,-1.14,0.67,1.87,0.63,3.29,104.79,118.01,1.40,0.54,0.00,0.13,0.988
Ba2AuHoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Ho,1.75,1.75,-4.01,154.65,735.45,0.74,-1.51,0.66,1.89,0.49,3.16,95.10,127.71,1.39,0.53,0.00,0.12,0.997
Ba2AuLaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,La,1.44,1.44,-4.32,176.00,714.10,1.06,-1.82,0.72,1.82,0.21,2.87,86.40,136.40,1.64,0.57,0.00,0.17,0.967
Ba2AuLuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Lu,1.97,1.97,-3.79,183.30,706.80,0.47,-1.23,0.64,1.91,0.36,3.02,99.88,122.92,1.16,0.51,0.00,0.10,1.006
Ba2AuNdO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Nd,1.39,1.39,-4.37,180.20,709.90,1.06,-1.82,0.70,1.84,0.67,3.33,106.70,116.10,1.51,0.55,0.00,0.15,0.978
Ba2AuPmO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Pm,1.43,1.43,-4.33,177.30,712.80,1.02,-1.78,0.71,1.84,0.67,3.33,105.18,117.63,1.48,0.55,0.00,0.14,0.981
Ba2AuPrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Pr,1.35,1.35,-4.41,183.55,706.55,1.10,-1.86,0.71,1.84,0.91,3.57,106.13,116.67,1.53,0.56,0.00,0.15,0.976
Ba2AuScO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Sc,1.23,1.23,-4.53,129.55,760.55,1.21,-1.98,0.59,1.95,0.04,2.71,102.35,120.45,1.05,0.47,0.00,0.06,1.034
Ba2AuSmO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Sm,1.48,1.48,-4.28,173.45,716.65,0.97,-1.73,0.69,1.86,0.74,3.40,103.59,119.22,1.47,0.55,0.00,0.14,0.984
Ba2AuTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Ta,1.05,1.05,-4.71,64.40,825.70,1.39,-2.16,0.52,2.02,0.06,2.73,95.90,126.90,0.10,0.46,0.00,0.05,1.041
Ba2AuTbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Tb,1.64,1.64,-4.12,162.85,727.25,0.81,-1.57,0.72,1.82,0.62,3.28,105.07,117.74,1.43,0.53,0.00,0.13,0.992
Ba2AuTiO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Ti,0.70,0.70,-5.06,116.05,774.05,1.73,-2.50,0.50,2.04,0.04,2.62,107.60,115.20,0.05,0.44,0.00,0.04,1.054
Ba2AuTmO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Tm,1.86,1.86,-3.90,146.90,743.20,0.58,-1.34,0.65,1.90,0.47,3.13,61.90,160.90,1.26,0.52,0.00,0.11,1.002
Ba2AuYbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Yb,1.37,1.37,-4.39,143.35,746.75,0.17,-0.93,0.72,1.82,0.46,3.13,112.37,110.44,0.00,0.51,0.00,0.11,1.004
Ba2AuYO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Au,5,Y,1.60,1.60,-4.16,137.25,752.85,0.83,-1.60,0.66,1.88,0.14,2.80,96.60,126.20,1.42,0.53,0.00,0.12,0.997
Ba2BiCeO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,5,Ce,2.29,2.29,-2.29,87.75,615.55,0.34,-0.34,0.45,1.57,1.25,3.25,20.65,70.65,0.01,0.63,0.00,0.09,0.931
Ba2BiCrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,5,Cr,0.08,0.08,-4.49,25.25,678.05,1.83,-2.52,0.18,1.84,0.22,2.22,13.50,77.80,0.01,0.49,0.00,0.05,1.020
Ba2BiDyO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,5,Dy,1.03,1.03,-3.54,65.55,637.75,0.78,-1.47,0.40,1.62,0.84,2.83,28.67,62.63,1.73,0.60,0.00,0.05,0.952
Ba2BiIrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,3,Ir,0.54,0.54,-5.11,87.35,790.65,0.13,-0.82,0.09,2.11,0.32,2.31,29.85,121.15,0.00,0.57,0.00,0.16,0.967
Ba2BiNbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,3,Nb,0.02,0.02,-4.59,19.75,683.55,1.91,-2.60,0.21,1.81,0.38,2.38,2.55,88.75,2.11,0.60,0.00,0.14,0.952
Ba2BiPrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,5,Pr,0.76,0.76,-3.81,90.15,613.15,1.13,-1.82,0.45,1.58,1.24,3.24,40.38,50.92,1.98,0.63,0.00,0.08,0.936
Ba2BiRuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,3,Ru,0.49,0.49,-4.08,3.90,707.20,0.05,-0.64,0.09,2.11,0.30,2.30,4.85,96.15,0.00,0.57,0.00,0.17,0.969
Ba2BiTmO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,5,Tm,1.26,1.26,-3.31,53.50,649.80,0.62,-1.31,0.39,1.64,0.80,2.80,3.85,95.15,1.53,0.59,0.00,0.04,0.959
Ba2BiVO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,3,V,0.05,0.05,-4.52,26.50,676.80,1.84,-2.53,0.20,1.83,0.22,2.21,20.30,71.00,0.81,0.56,0.00,0.18,0.974
Ba2BiYbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Bi,5,Yb,0.77,0.77,-3.80,49.95,653.35,0.21,-0.89,0.46,1.56,0.80,2.79,46.62,44.68,0.00,0.58,0.00,0.04,0.961
Ba2CaMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ca,2,Mo,0.23,0.23,-4.00,47.55,637.35,1.07,-3.01,0.58,1.58,0.14,2.86,34.82,37.19,1.98,0.57,0.00,0.15,0.970
Ba2CaPuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ca,2,Pu,1.88,1.88,-1.88,48.25,541.55,0.97,-0.97,0.14,1.14,0.96,3.96,23.82,26.19,0.00,0.61,0.00,0.10,0.944
Ba2CaReO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ca,2,Re,0.81,0.81,-4.58,85.25,675.05,1.70,-3.65,0.45,1.45,0.16,2.84,1.73,4.10,0.00,0.55,0.00,0.16,0.979
Ba2CaWO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ca,2,W,0.37,0.37,-4.14,90.10,679.90,1.23,-3.18,0.68,1.68,0.13,2.87,38.11,40.49,2.72,0.57,0.00,0.14,0.967
Ba2CdMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cd,2,Mo,0.71,0.71,-4.95,91.40,776.30,1.45,-2.63,0.24,1.93,0.25,2.47,70.00,2.00,2.24,0.55,0.00,0.13,0.981
Ba2CdOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cd,2,Os,0.19,0.19,-5.85,14.15,853.55,0.02,-1.20,0.26,1.95,0.22,2.43,87.00,19.00,0.00,0.53,0.00,0.14,0.991
Ba2CdReO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cd,2,Re,0.14,0.14,-5.52,53.70,814.00,2.09,-3.27,0.10,1.80,0.23,2.45,36.91,-31.09,0.00,0.54,0.00,0.14,0.990
Ba2CdTeO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cd,2,Te,0.15,0.15,-5.81,0.75,868.45,0.31,-0.87,0.21,1.90,0.27,1.94,129.10,61.10,0.74,0.54,0.00,0.14,0.988
Ba2CeIrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ce,4,Ir,2.83,2.83,-2.83,175.10,702.90,0.48,-0.48,0.54,1.66,0.94,3.56,50.50,100.50,0.00,0.53,0.00,0.09,0.991
Ba2CePtO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ce,4,Pt,2.64,2.64,-2.64,170.30,698.10,0.35,-0.35,0.58,1.70,0.90,3.60,77.65,127.65,1.32,0.53,0.00,0.09,0.991
Ba2CePuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ce,3,Pu,0.00,0.00,0.00,17.25,510.55,0.00,0.00,0.08,1.20,0.21,4.71,0.00,50.00,0.09,0.63,0.00,0.10,0.936
Ba2CeSnO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ce,4,Sn,1.85,1.85,-1.85,90.40,618.20,0.27,-0.27,0.42,1.54,1.31,3.19,28.65,78.65,2.14,0.56,0.00,0.06,0.976
Ba2CeTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ce,3,Ta,1.83,1.83,-1.83,116.75,644.55,1.77,-1.77,0.19,1.31,0.86,3.65,9.50,40.50,0.00,0.59,0.00,0.13,0.957
Ba2CoIrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Co,3,Ir,0.61,0.61,-5.05,59.80,818.20,0.06,-0.90,0.16,2.04,0.30,2.32,43.60,107.40,0.00,0.42,0.00,0.01,1.070
Ba2CoMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Co,2,Mo,0.10,0.10,-4.34,36.75,721.65,1.62,-2.46,0.14,2.02,0.35,2.37,4.10,67.90,0.00,0.48,0.00,0.06,1.029
Ba2CoReO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Co,2,Re,0.47,0.47,-4.91,0.95,759.35,2.26,-3.10,0.01,1.89,0.33,2.35,28.99,34.81,0.01,0.46,0.00,0.07,1.040
Ba2CoTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Co,3,Ta,0.39,0.39,-4.04,1.45,759.85,1.35,-2.19,0.19,1.69,0.39,2.41,16.40,47.40,0.00,0.45,0.00,0.01,1.051
Ba2CoTeO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Co,2,Te,0.76,0.76,-5.19,55.40,813.80,0.14,-0.70,0.11,1.99,0.18,1.85,63.20,127.00,0.00,0.47,0.00,0.07,1.037
Ba2CoWO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Co,2,W,0.04,0.04,-4.47,5.80,764.20,1.78,-2.62,0.24,2.12,0.36,2.38,7.40,71.20,0.01,0.48,0.00,0.05,1.027
Ba2CrEuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,5,Eu,0.84,0.84,-3.58,52.85,599.95,1.40,-2.96,0.23,1.43,0.75,3.19,26.55,37.75,0.00,0.51,0.00,0.16,1.005
Ba2CrGdO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,5,Gd,1.12,1.12,-3.29,30.20,622.60,1.41,-2.94,0.23,1.43,0.74,3.18,25.54,38.76,0.00,0.51,0.00,0.16,1.007
Ba2CrLaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,5,La,0.77,0.77,-3.65,57.35,595.45,0.74,-3.62,0.28,1.38,0.32,2.76,7.15,57.15,0.00,0.54,0.00,0.19,0.985
Ba2CrOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,3,Os,0.81,0.81,-5.23,93.30,746.10,1.57,-2.78,0.27,1.93,0.10,2.55,20.85,85.15,0.00,0.43,0.00,0.01,1.067
Ba2CrPrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,5,Pr,0.68,0.68,-3.74,64.90,587.90,0.70,-3.65,0.27,1.40,1.02,3.46,26.88,37.42,0.00,0.53,0.00,0.18,0.995
Ba2CrReO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,3,Re,0.48,0.48,-4.90,53.75,706.55,0.50,-4.85,0.12,1.78,0.12,2.56,29.24,35.06,0.00,0.43,0.00,0.01,1.066
Ba2CrTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,3,Ta,0.38,0.38,-4.03,54.25,707.05,0.40,-3.95,0.08,1.58,0.18,2.62,16.65,47.65,1.11,0.45,0.00,0.01,1.050
Ba2CrTlO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,5,Tl,1.03,1.03,-3.39,31.75,621.05,1.90,-2.46,0.02,1.64,0.10,2.34,16.71,47.59,0.00,0.49,0.00,0.14,1.020
Ba2CrTmO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cr,5,Tm,1.19,1.19,-3.23,28.25,624.55,1.22,-3.14,0.20,1.46,0.58,3.02,17.35,81.65,0.00,0.49,0.00,0.14,1.021
Ba2CuOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cu,2,Os,0.71,0.71,-5.33,47.00,792.40,0.26,-0.95,0.15,2.05,0.30,2.34,6.25,112.25,0.00,0.46,0.00,0.07,1.045
Ba2CuTeO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Cu,2,Te,0.67,0.67,-5.28,61.90,807.30,0.07,-0.63,0.10,2.00,0.19,1.86,35.85,154.35,0.00,0.46,0.00,0.06,1.041
Ba2DyOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Dy,3,Os,1.77,1.77,-4.27,133.60,705.80,0.52,-1.73,0.49,1.71,0.51,3.16,36.02,69.98,0.00,0.53,0.00,0.12,0.993
Ba2DyReO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Dy,3,Re,1.44,1.44,-3.95,94.05,666.25,1.55,-3.80,0.34,1.56,0.49,3.18,14.07,19.89,0.00,0.53,0.00,0.12,0.992
Ba2DySbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Dy,3,Sb,1.16,1.16,-3.67,130.75,702.95,0.85,-1.40,0.41,1.63,0.95,2.72,33.52,67.48,3.47,0.54,0.00,0.11,0.987
Ba2DyTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Dy,3,Ta,0.57,0.57,-3.08,94.55,666.75,0.65,-2.90,0.14,1.36,0.44,3.23,1.48,32.48,3.37,0.55,0.00,0.10,0.978
Ba2DyWO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Dy,3,W,1.00,1.00,-3.51,98.90,671.10,1.08,-3.33,0.57,1.79,0.47,3.20,22.32,56.28,0.04,0.55,0.00,0.10,0.983
Ba2ErBiO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Bi,1.21,1.21,-3.36,57.35,645.95,0.73,-1.42,0.39,1.63,0.82,2.81,30.60,60.70,1.61,0.59,0.00,0.05,0.957
Ba2ErIrO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Ir,1.75,1.75,-3.90,144.70,733.30,0.60,-1.55,0.48,1.72,0.50,3.13,60.45,90.55,0.00,0.52,0.00,0.11,0.999
Ba2ErMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Mo,1.04,1.04,-3.19,48.15,636.75,0.97,-3.11,0.46,1.70,0.45,3.18,20.95,51.05,0.07,0.54,0.00,0.10,0.990
Ba2ErOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Os,1.95,1.95,-4.10,125.40,714.00,0.47,-1.68,0.48,1.72,0.49,3.14,37.95,68.05,0.00,0.52,0.00,0.11,0.998
Ba2ErRuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Ru,0.72,0.72,-2.87,61.25,649.85,0.78,-1.37,0.48,1.72,0.51,3.12,35.45,65.55,0.00,0.52,0.00,0.12,1.000
Ba2ErSbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Sb,1.34,1.34,-3.49,122.55,711.15,0.80,-1.35,0.40,1.65,0.93,2.70,35.45,65.55,3.37,0.53,0.00,0.10,0.992
Ba2ErTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Er,3,Ta,0.75,0.75,-2.90,86.35,674.95,0.70,-2.85,0.13,1.37,0.42,3.21,0.45,30.55,3.39,0.55,0.00,0.09,0.983
Ba2EuBiO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Bi,0.92,0.92,-3.65,78.10,625.20,0.44,-1.12,0.41,1.61,0.97,2.97,40.05,51.25,0.00,0.61,0.00,0.07,0.944
Ba2EuMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Mo,0.75,0.75,-3.48,68.90,616.00,1.26,-2.82,0.48,1.68,0.61,3.33,30.40,41.60,0.00,0.56,0.00,0.12,0.977
Ba2EuNbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Nb,0.94,0.94,-3.68,58.35,605.45,1.48,-3.04,0.20,1.40,0.59,3.35,37.50,48.70,0.00,0.57,0.00,0.11,0.970
Ba2EuOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Os,1.65,1.65,-4.39,146.15,693.25,0.17,-1.39,0.50,1.70,0.65,3.30,47.40,58.60,0.00,0.54,0.00,0.13,0.985
Ba2EuRuO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Ru,0.42,0.42,-3.16,82.00,629.10,0.48,-1.08,0.50,1.70,0.67,3.27,44.90,56.10,0.00,0.54,0.00,0.14,0.987
Ba2EuSbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Sb,1.05,1.05,-3.78,143.30,690.40,0.50,-1.06,0.42,1.63,1.09,2.85,44.90,56.10,0.00,0.55,0.00,0.12,0.979
Ba2EuTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Eu,3,Ta,0.46,0.46,-3.19,107.10,654.20,0.99,-2.55,0.15,1.35,0.58,3.37,9.90,21.10,0.00,0.57,0.00,0.11,0.970
Ba2FeBiO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,3,Bi,0.07,0.07,-4.50,28.00,731.30,0.13,-0.82,0.09,1.93,0.06,2.05,37.80,53.50,0.01,0.50,0.00,0.04,1.012
Ba2FeMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,3,Mo,0.10,0.10,-4.33,37.20,722.10,1.57,-2.51,0.17,2.00,0.31,2.42,28.15,43.85,0.20,0.45,0.00,0.01,1.050
Ba2FeNbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,3,Nb,0.09,0.09,-4.53,47.75,711.55,1.78,-2.73,0.11,1.72,0.32,2.43,35.25,50.95,0.16,0.46,0.00,0.00,1.042
Ba2FeOsO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,3,Os,0.80,0.80,-5.24,40.05,799.35,0.14,-1.08,0.19,2.02,0.27,2.38,45.15,60.85,0.00,0.44,0.00,0.03,1.059
Ba2FeSbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,3,Sb,0.20,0.20,-4.63,37.20,796.50,0.19,-0.75,0.11,1.94,0.17,1.94,42.65,58.35,0.46,0.44,0.00,0.02,1.052
Ba2FeTaO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,3,Ta,0.39,0.39,-4.04,1.00,760.30,1.30,-2.24,0.17,1.67,0.34,2.45,7.65,23.35,0.00,0.46,0.00,0.00,1.042
Ba2FeWO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Fe,2,W,0.04,0.04,-4.47,5.35,764.65,1.73,-2.68,0.26,2.09,0.31,2.42,31.45,47.15,0.32,0.49,0.00,0.06,1.018
Ba2GaNbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Ga,3,Nb,1.02,1.02,-3.60,42.50,621.30,2.01,-2.50,0.10,1.71,0.53,2.23,28.10,58.10,3.09,0.45,0.00,0.01,1.048
Ba2GdBiO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Gd,3,Bi,1.20,1.20,-3.37,55.45,647.85,0.42,-1.11,0.41,1.61,0.96,2.95,39.04,52.26,1.63,0.61,0.00,0.06,0.946
Ba2GdMoO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Gd,3,Mo,1.03,1.03,-3.20,46.25,638.65,1.28,-2.80,0.48,1.68,0.60,3.32,29.39,42.61,0.07,0.55,0.00,0.12,0.979
Ba2GdNbO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Gd,3,Nb,1.22,1.22,-3.39,35.70,628.10,1.49,-3.02,0.20,1.40,0.58,3.34,36.49,49.71,2.64,0.56,0.00,0.11,0.972
Ba2GdReO6,Ba,2,Ba,2,0.00,-3.24,0.00,502.90,0.00,-2.03,0.00,0.89,0.00,3.40,0.00,13.95,Gd,3,Re,1.61,1.61,-3.78,83.95,676.35,1.92,-3.44,0.35,1.55,0.62,3.30,3.70,9.52,0.00,0.54,0.00,0.13,0.986
